Aenova Holding GmbH;Berger Str. 8-10;82319;Starnberg;08683-895-0;08683-895-100;Herr;;Karl-Heinrich;Hoppmann;info@aenova-group.com;http://www.aenova.de;Deutschland;Chemieindustrie;C 1000-5000;260;Bayern
More & More AG;Schorn 1;82319;Starnberg;089-55270550;089-14367152-600;Herr;;Karl-Heinz;Mohr;service@more-and-more.com;http://www.more-and-more.de/;Deutschland;Mode & Lifestyle;C 1000-5000;45;Bayern
Hamberger Flooring GmbH & Co. KG;Rohrdorfer Str. 133;83071;Stephanskirchen;08031-700-714;08031-700-299;Herr;;Peter;Hamberger;info@haro.de;http://www.haro.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;270;Bayern
Marc O´Polo Einzelhandels GmbH;Hofgartenstr. 1;83071;Stephanskirchen;08036-90-0;08036-90-1890;Herr;;Alexander;Gedat;Zentrale@marc-o-polo.de;http://www.marc-o-polo.de;Deutschland;Mode & Lifestyle;C 1000-5000;452;Bayern
DALLI-WERKE GmbH & Co. KG;Zweifaller Str. 120;52220;Stolberg;02402-89-00;02402-89-2222;Herr;Dr.;Hermann;Wirtz;kontakt@dalli-group.com;http://www.dalli-group.com/;Deutschland;Chemieindustrie;C 1000-5000;852;Nordrhein-Westfalen
MEGA Das Fach-Zentrum für die;Schlachthofstr. 6;70188;Stuttgart;0711-1684-0;0711-1684-125;Herr;;Marc;Klaiber;info@mega-stuttgart.de;http://www.mega-stuttgart.de/;Deutschland;Grosshandel;E 200-499;80;Baden-Württemberg
Brita GmbH;Heinrich-Hertz-Str. 4;65232;Taunusstein;06128-746-0;06128-746-355;Herr;;Markus;Hankammer;info@brita.net;http://www.brita.net;Deutschland;Konsumgüterhersteller;D 500-999;208;Hessen
Winkhaus Holding;August-Winkhaus-Str. 31;48291;Telgte;02504-921-0;02504-921-340;Frau;;Sofie;Winkhaus;info@winkhaus.de;http://www.winkhaus.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;283;Nordrhein-Westfalen
Heinz Holding GmbH;Glashüttenplatz 1-7;96355;Tettau;09269-77-0;09269-77-333;Herr;;Carl-August;Heinz;sales@heinz-glas.com;http://www.heinz-glas.com/;Deutschland;Chemieindustrie;C 1000-5000;250;Bayern
dennree GmbH;Hofer Str. 11;95183;Töpen;09295-18-0;09295-18-101;Herr;;Thomas;Greim;zentrale@dennree.de;http://www.dennree.de/;Deutschland;Grosshandel;C 1000-5000;420;Bayern
denn's Biomarkt GmbH;Hofer Str. 11;95183;Töpen;09295-18-500;09295-9141-500;Herr;;Thomas;Greim;info@denns.de;http://www.denns-biomarkt.de/;Deutschland;Lebensmittelhandel;C 1000-5000;102;Bayern
DR. JOHANNES HEIDENHAIN GmbH;Dr.-Johannes-Heidenhain-Str. 5;83301;Traunreut;08669-31-0;08669-38609;Herr;;Thomas;Sesselmann;info@heidenhain.de;http://www.heidenhain.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;622;Bayern
Siteco Beleuchtungstechnik GmbH;Georg-Simon-Ohm-Str. 50;83301;Traunreut;08669-33-0;08669-33-397;Herr;;Christophe;Poméon;info@siteco.de;http://www.siteco.de;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;220;Bayern
AlzChem AG;Dr.-Albert-Frank-Str. 32;83308;Trostberg;08621-86-0;08621-86-2020;Herr;;Ulli;Seibel;info@alzchem.com;http://www.alzchem.de/;Deutschland;Chemieindustrie;C 1000-5000;245;Bayern
Eder GmbH;Moorweg 5;83104;Tuntenhausen;08067-181-0;08067-181-788;Herr;;Peter;Eder;info@eder-gmbh.de;http://www.eder-gmbh.de;Deutschland;Autoindustrie & Flugzeugbau;C 1000-5000;400;Bayern
HATLAPA Uetersener Maschinenfabrik;Tornescher Weg 5-7;25436;Uetersen;04122-711-0;04122-711-104;Herr;Dr.;Alexander;Nürnberg;info@hatlapa.de;http://www.hatlapa.de;Deutschland;Maschinenbau;D 500-999;120;Schleswig-Holstein
ratiopharm GmbH;Graf-Arco-Str. 3;89079;Ulm;0731-402-02;0731-402-7832;Herr;Dr.;Markus Leyck;Dieken;info@ratiopharm.de;http://www.ratiopharm.de;Deutschland;Chemieindustrie;C 1000-5000;636;Baden-Württemberg
SCHWENK Zement KG;Hindenburgring 15;89077;Ulm;0731-9341-0;0731-9341-416;Herr;;Eduard;Schleicher;info@schwenk-servicecenter.de;http://www.schwenk.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;794;Baden-Württemberg
TEVA GmbH;Graf-Arco-Str. 3;89079;Ulm;0731-402-02;0731-402-7832;Herr;Dr.;Christian Horst;Holzmann;info.teva-deutschland@teva.de;http://www.teva-deutschland.de/;Deutschland;Chemieindustrie;C 1000-5000;81;Baden-Württemberg
Woolworth GmbH;Formerstr. 6;59425;Unna;02303-5938-100;;Herr;;Thomas;Leege;info@woolworth.de;http://www.woolworth.de;Deutschland;Drogerie & Haushalt;C 1000-5000;798;Nordrhein-Westfalen
Zurbrüggen Wohn-Zentrum GmbH;Hans-Böckler-Str. 4;59423;Unna;02303-208-0;;Herr;;Christian;Zurbrüggen;service@zurbrueggen.de;http://www.zurbrueggen.de;Deutschland;DIY & Einrichten;C 1000-5000;280;Nordrhein-Westfalen
Develey Senf & Feinkost GmbH;Ottobrunner Str. 45;82008;Unterhaching;089-61102-0;089-61102-127;Herr;;Michael;Durach;develey-kontakt@develey.de;http://www.develey.de;Deutschland;Lebensmittelindustrie;C 1000-5000;386;Bayern
KWA Kuratorium;Biberger Str. 50;82008;Unterhaching;089-66558-500;089-66558-538;Herr;;Horst;Schmieder;kwainfo@kwa.de;http://www.kwa.de/;Deutschland;Kommunales;C 1000-5000;108;Bayern
Vossloh-Schwabe Deutschland GmbH;Wasenstr. 25;73660;Urbach;02351-101-0;02351-101-217;Herr;;Klaus;Breisch;info.vsv@vsv.vossloh-schwabe.com;http://www.vossloh-schwabe.com/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;0;Nordrhein-Westfalen
Schmidt, Kranz & Co. GmbH;Hauptstr. 123;42555;Velbert;02052-888-0;02052-888-10;Herr;Dr.;Hans-Caspar;Glinz;info@sk-velbert.de;http://www.schmidt-kranz.de;Deutschland;Maschinenbau;C 1000-5000;312;Nordrhein-Westfalen
nobilia-Werke;Waldstr. 53-57;33415;Verl;05246-508-0;05246-508-96999;Herr;Dr.;Oliver;Streit;info@nobilia.de;http://www.nobilia.de/;Deutschland;Konsumgüterhersteller;C 1000-5000;707;Nordrhein-Westfalen
H. & E. Reinert Westfälische;Mittel-Loxten 37;33775;Versmold;05423-966-0;05423-966-130;Herr;;Hans-Ewald;Reinert;reinert@reinert.de;http://www.reinert.de;Deutschland;Lebensmittelindustrie;C 1000-5000;350;Nordrhein-Westfalen
Heinrich Nölke GmbH & Co. KG;Ziegeleistr. 5;33775;Versmold;05423-969-0;05423-969-267;Herr;;Axel;Knau;info@noelke.de;http://www.noelke.de;Deutschland;Lebensmittelindustrie;C 1000-5000;231;Nordrhein-Westfalen
Linhardt GmbH & Co KG;Dr.-Winterling-Str. 40;94234;Viechtach;09942-951-0;09942-3424;Frau;Dr.;Monika;Kopra-Schäfer;info@linhardt.com;http://www.linhardt.com;Deutschland;Chemieindustrie;C 1000-5000;77;Bayern
Herbert Kannegiesser GmbH;Kannegiesserring 7-8;32602;Vlotho;05733-12-0;05733-12-8204;Herr;;Martin;Kannegiesser;info@kannegiesser.de;http://www.kannegiesser.de;Deutschland;Maschinenbau;D 500-999;174;Nordrhein-Westfalen
Saueressig GmbH + Co.;Gutenbergstr. 1-3;48961;Vreden;02564-12-0;02564-12-420;Herr;Dr.;Tomas;Sterkenburgh;mail@saueressig.de;http://www.saueressig.de/;Deutschland;Chemieindustrie;C 1000-5000;0;Nordrhein-Westfalen
Alfred Ritter GmbH & Co. KG;Alfred-Ritter-Str. 25;71111;Waldenbuch;07157-97-0;07157-97-399;Herr;;Jürgen;Herrmann;info@ritter-sport.de;http://www.ritter-sport.de/;Deutschland;Lebensmittelindustrie;C 1000-5000;359;Baden-Württemberg
Mecklenburger Metallguß GmbH;Teterower Str. 1;17192;Waren (Müritz);03991-736-0;03991-736-210;Herr;;Manfred;Urban;sales@mmgprop.de;http://www.mmgprop.de/;Deutschland;Maschinenbau;F 100-200;0;Mecklenburg-Vorpommern
Warsteiner Brauerei Haus Cramer KG;Domring 4-10;59581;Warstein;02902-88-0;02902-88-1299;Frau;;Catharina;Cramer;info@warsteiner.com;http://www.warsteiner-gruppe.de/;Deutschland;Getränkeindustrie & Tabakwaren;C 1000-5000;519;Nordrhein-Westfalen
Porzellanfabriken;Christian-Seltmann-Str. 59-67;92637;Weiden;0961-204-0;0961-204-116;Herr;;Christian R. W.;Seltmann;service@seltmann.com;http://www.seltmann-weiden.com/;Deutschland;Konsumgüterhersteller;C 1000-5000;46;Bayern
K&L Ruppert Stiftung & Co. Handels-KG;Paradeisstr. 67;82362;Weilheim;0881-180-0;0881-180-221;Frau;;Susanne;Ruppert;info@kl-ruppert.de;http://www.kl-ruppert.com;Deutschland;Mode & Lifestyle;C 1000-5000;217;Bayern
ZARGES GmbH;Zargesstr. 7;82362;Weilheim;0881-687-100;0881-687-500;Herr;;Dieter;Reis;zarges@zarges.de;http://www.zarges.de;Deutschland;Bauindustrie & Stahl;C 1000-5000;244;Bayern
Gutmann AG;Nürnberger Str. 57-81;91781;Weißenburg;09141-992-0;09141-992-212;Herr;;Theodoros;Tzortzis;gutmann@gutmann.de;http://www.gutmann.de/;Deutschland;Bauindustrie & Stahl;C 1000-5000;138;Bayern
LUKAD HOLDING GmbH & Co. KG;Plettenberger Str. 12 b;58791;Werdohl;02392-916-550;02392-916-559;Herr;;Knut;Menshen;menshen@menshen.de;http://www.lukad.com/;Deutschland;Maschinenbau;C 1000-5000;230;Nordrhein-Westfalen
BYK-Chemie GmbH;Abelstr. 45;46483;Wesel;0281-670-0;0281-657-35;Herr;Dr.;Christoph;Schlünken;info@byk.com;http://www.byk.com/;Deutschland;Chemieindustrie;D 500-999;0;Nordrhein-Westfalen
ELANTAS GmbH;Abelstr. 43;46483;Wesel;0281-670-8;0281-670-10999;Herr;Dr.;Guido;Forstbach;info.ELANTAS@altana.com;http://www.elantas.de/;Deutschland;Chemieindustrie;F 100-200;391;Nordrhein-Westfalen
Hexagon Metrology GmbH;Siegmund-Hiepe-Str. 2-12;35578;Wetzlar;06441-207-0;06441-207-122;Herr;;Holger;Fritze;contact.de@hexagonmetrology.com;http://www.hexagonmetrology.com;Deutschland;Maschinenbau;E 200-499;75;Hessen
Satisloh GmbH;Wilhelm-Loh-Str. 2-4;35578;Wetzlar;06441-912-0;06441-912-130;Herr;;Bruno;Fischer;info@satisloh.com;http://www.satisloh.com/;Deutschland;Maschinenbau;F 100-200;97;Hessen
Wittur Holding GmbH;Rohrbachstr. 26-30;85259;Wiedenzhausen;08134-18-0;08134-1849;Herr;Dr.;Walter;Rohregger;info@wittur.com;http://www.wittur.com/;Deutschland;Maschinenbau;C 1000-5000;339;Bayern
Rettenmeier Holding AG;Industriestr. 1;91634;Wilburgstetten;09853-338-0;09853-338-100;Herr;;Dietmar;Breithaupt;info@rettenmeier.com;http://www.rettenmeier.com/;Deutschland;Bauindustrie & Stahl;C 1000-5000;314;Bayern
Einrichtungshaus Ostermann GmbH & Co. KG;Fredi-Ostermann-Str. 1-3;58454;Witten;02302-985-0;02302-985-1814;Herr;;Rolf;Ostermann;kontakt@ostermann.de;http://www.ostermann.de/;Deutschland;DIY & Einrichten;C 1000-5000;300;Nordrhein-Westfalen
EagleBurgmann Germany GmbH & Co. KG;Äußere Sauerlacher Str. 6-10;82515;Wolfratshausen;08171-23-0;08171-23-1214;Herr;Dr.;Stefan;Sacré;info@de.eagleburgmann.com;http://www.eagleburgmann.com/;Deutschland;Maschinenbau;C 1000-5000;679;Bayern
Schuhhaus Klauser GmbH & Co. KG;Wasserstr. 29;42283;Wuppertal;0202-55119-0;0202-593556;Herr;;Peter;Prange;info@klauser-schuhe.de;http://www.klauser-schuhe.de/;Deutschland;Mode & Lifestyle;C 1000-5000;113;Nordrhein-Westfalen
Konditorei Brüder Oebel GmbH;Fronhofstr. 30;52146;Würselen;0221-9878431;0221-987872;Herr;;Lothar;Mainz;shop@oebel.de;http://www.oebel.de/;Deutschland;Lebensmittelhandel;C 1000-5000;0;Nordrhein-Westfalen
Kronenbrot KG Franz Mainz;Fronhofstr. 30;52146;Würselen;02405-484-0;02405-484-117;Herr;;Lothar;Mainz;info@kronenbrot.de;http://www.kronenbrot.de;Deutschland;Lebensmittelindustrie;C 1000-5000;0;Nordrhein-Westfalen
Zollner Elektronik AG;Industriestr. 2-14;93499;Zandt;09944-201-0;09944-201-1314;Herr;;Johann;Weber;info@zollner.de;http://www.zollner.de/;Deutschland;Elektrotechnik & Medizintechnik;C 1000-5000;741;Bayern
